Ref,Producto,Marca,Categoria,Proveedor,Canales
2843,DR ZOO TIRITAS COCTEL DE CAMARONES X 40 GR,DR ZOO,SNACKS,LOGUS IMPORTACIONES,C4
2844,DR ZOO GRILL DE ASADO PARA PERROS X 50 GR,DR ZOO,SNACKS,LOGUS IMPORTACIONES,C4
2845,DR ZOO GRILL DE CHURRASQUITO PARA PERROS X 50 GR,DR ZOO,SNACKS,LOGUS IMPORTACIONES,C4
2846,DR ZOO GRILL DE LOMITOS PARA PERROS X 50 GR,DR ZOO,SNACKS,LOGUS IMPORTACIONES,C4
2863,HORNEADITOS HUESITO VAINILLA LOPETS X 20 GR,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2864,HORNEADITOS ROLLITOS RELLENOS LOPETS X 20 GR,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2886,RELLENITOS PARA GATOS POLLO X 20G,RELLENITOS,SNACKS,LOGUS IMPORTACIONES,C4
2865,HUESO ANTIESTRES LOPETS CARNE X 125 GR,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2866,HUESO ANTIESTRES LOPETS POLLO X 125 GR,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
672,HUESO CARNAZA  H 4 - 5,HUESO,SNACKS,LOGUS IMPORTACIONES,C4
694,HUESO CARNAZA  NATURAL H 2-3 LOPETS,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
1139,HUESO CARNAZA 3-4 X 3 UNID.,HUESO,SNACKS,LOGUS IMPORTACIONES,C4
867,HUESO CARNAZA H 10 - 11 LOPETS,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
1285,HUESO CARNAZA H 1-2,HUESO,SNACKS,LOGUS IMPORTACIONES,C4
671,HUESO CARNAZA H 3 - 4 LOPETS,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
673,HUESO CARNAZA H 5 - 6 LOPETS,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
674,HUESO CARNAZA H 6 - 7,HUESO,SNACKS,LOGUS IMPORTACIONES,C4
1286,HUESO CARNAZA H 7-8,HUESO,SNACKS,LOGUS IMPORTACIONES,C4
716,HUESO CARNAZA HIGADO 5 -6 LOPETS,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
714,HUESO CARNAZA HIGADO H 2-3 LOPETS,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2176,HUESO CERDO NATURAL LOPETSX1,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2179,HUESO NATU FEMUR DE RES LOPETS X 1,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
817,HUESO RELLENO LOPETS,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
1166,JUG.COMEST.CORDERO X 1 KG,JUGUETES,SNACKS,LOGUS IMPORTACIONES,C4
1743,JUG.COMEST.CORDERO X 100 GR LOPETS,JUGUETES,SNACKS,LOGUS IMPORTACIONES,C4
1164,JUG.COMEST.HUESO COSTILLA X 1 KG,JUGUETES,SNACKS,LOGUS IMPORTACIONES,C4
1742,JUG.COMEST.HUESO COSTILLA X 100 GR LOPET,JUGUETES,SNACKS,LOGUS IMPORTACIONES,C4
1159,JUG.COMEST.HUESO COSTILLA X 50 GRS,JUGUETES,SNACKS,LOGUS IMPORTACIONES,C4
1163,JUG.COMEST.HUESO POLLO X 1 KG,JUGUETES,SNACKS,LOGUS IMPORTACIONES,C4
1744,JUG.COMEST.HUESO POLLO X 100 GR LOPETS,JUGUETES,SNACKS,LOGUS IMPORTACIONES,C4
1165,JUG.COMEST.MUSLO X 1 KG,JUGUETES,SNACKS,LOGUS IMPORTACIONES,C4
1745,JUG.COMEST.MUSLO X 100 GRS LOPETS,JUGUETES,SNACKS,LOGUS IMPORTACIONES,C4
1160,JUG.COMEST.MUSLO X 50 GRS,JUGUETES,SNACKS,LOGUS IMPORTACIONES,C4
1169,JUG.COMEST.SUSHI GATOS X 1 KG,JUGUETES,SNACKS,LOGUS IMPORTACIONES,C4
1168,JUG.COMEST.SUSHI GATOS X 50 GR,JUGUETES,SNACKS,LOGUS IMPORTACIONES,C4
1167,JUG.COMEST.SUSHI PERRO X 1 KG,JUGUETES,SNACKS,LOGUS IMPORTACIONES,C4
1746,JUG.COMEST.SUSHI PERROS X 100 GRS LOPETS,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
811,MEZCLA JUGUETE COMESTIBLE LOPETS,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2114,MMIX IRRESIST POLLO SOFT X 85G,MMIX,SNACKS,LOGUS IMPORTACIONES,C4
2111,MMIX IRRESIST SALMON SOFT X 85G,MMIX,SNACKS,LOGUS IMPORTACIONES,C4
2177,OREJA DE CERDO NATURAL LOPETS X2,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2339,OREJA NATURAL DE RES MINI X 12 UND LOPETS,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2180,OREJA NATURAL DE RES X 2 LOPETS,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2867,PALITOS DENTALES LOPETS X120 GR,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2171,PATAS DE POLLO LOPETS X 1 KG,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2170,PATAS DE POLLO LOPETS X 100G,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2186,PULMON NATURAL RES LOPETS X 500G,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2178,PULMON NATURAL RES LOPETS X 70G,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2588,SNACKS CARAMELIZADOS GATOS LOPETS X 100G,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2417,SNACKS CARAMELIZADOS PARA GATOS LOPETS X 1KG,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2589,SNACKS CARAMELIZADOS PERROS LOPETS X 100G,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2189,SNACKS CARAMELIZADOS PERROS X 1 KG LOPETS,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2188,SNACKS CARAMELIZADOS PERROS X 500 G LOPETS,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2488,TRAQUEA DE RES LOPETS X 2 UND,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2622,TREATIES BITS CHICKEN BACON X 120G -8080,TREATIES,SNACKS,LOGUS IMPORTACIONES,C4
2673,TREATIES BITS LIVER SAUSAGE X 120G -8073,TREATIES,SNACKS,LOGUS IMPORTACIONES,C4
2675,"TREATIES MINIS + SALMON & OMEGA3 ,X 48G - 0481",TREATIES,SNACKS,LOGUS IMPORTACIONES,C4
2719,"ARITOS DE POLLO CON ARROZ LOPETSX0,8KG-2149",LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2718,ARITOS DE POLLO CON ARROZ LOPETSX100G-2149,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2687,ARITOS DE POLLO LOPETS X 100G-1021,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2688,"ARITOS DE POLLO LOPETS X0,8KG-1021",LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2724,BOCADITOS DE PATO RELLENOS DE QUESO LOPETSX100G-2074,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2725,BOCADITOS DE PATO RELLENOS DE QUESO LOPETSX1KG-2074,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2734,"BOCADITOS DE SALMÓN CON PIEL DE PESCADO DE MAR LOPETSX0,8KG-2020",LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2733,BOCADITOS DE SALMÓN CON PIEL DE PESCADO DE MAR LOPETSX100G-2020,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2706,BOCADITOS DE SALMÓN LOPETSX100G-2015,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2707,BOCADITOS DE SALMÓN LOPETSX1KG-2015,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2716,BOCADITOS POLLO CON PESCADO LOPETSX100G-2089,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2717,BOCADITOS POLLO CON PESCADO LOPETSX1KG-2089,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2722,BOCADITOS SALM-PESC. MAR LOPETSX100G-2036,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2723,BOCADITOS SALM-PESC. MAR LOPETSX1KG-2036,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2699,DENTALES DE SALMÓN LOPETS(12CM)X100G-2004,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2700,DENTALES DE SALMÓN LOPETS(12CM)X1KG-2004,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2702,"DENTALES DE SALMÓN LOPETS(3CM)X0,8KG-2005",LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2701,DENTALES DE SALMÓN LOPETS(3CM)X100G-2005,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2714,FILETE DE POLLO CON PESCADO LOPETSX100G-2065,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2715,FILETE DE POLLO CON PESCADO LOPETSX1KG-2065,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2720,FILETE SALMÓN PESCADO MAR LOPETSX100G-2037,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2721,FILETE SALMÓN PESCADO MAR LOPETSX1KG-2037,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2691,FILETES DE CORDERO LOPETSX100G-1001,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2692,FILETES DE CORDERO LOPETSX1KG-1001,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2689,FILETES DE POLLO CON  HÍGADO LOPETSX100G-2029,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2690,FILETES DE POLLO CON  HÍGADO LOPETSX1KG-2029,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2683,FILETES DE POLLO LOPETS X 100G-1007,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2684,FILETES DE POLLO LOPETS X 1KG-1007,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2695,FILETES DE SALMÓN LOPETS X100G-62002,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2696,FILETES DE SALMÓN LOPETS X1KG-62002,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2679,JERKY DE POLLO LOPETS X100G-1004,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2680 ET,SPOT GATO JUGUETE  SKINNEEEZ CRIATURAS BOSQUE SURTIDO,SPOT*,JUGUETES GATO,ICONO PET,"C1,C4"
2712,NUGGETS DE POLLO BBQ LOPETSX100G-2086,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2713,NUGGETS DE POLLO BBQ LOPETSX1KG-2086,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2685,NUGGETS DE POLLO LOPETS X100G-1008,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2686,NUGGETS DE POLLO LOPETS X1KG-1008,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2693,PALITOS DE CORDERO LOPETSX100G-2002,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2694,PALITOS DE CORDERO LOPETSX1KG-2002,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2681,PALITOS DE POLLO LOPETS X 100G 1006,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2682,PALITOS DE POLLO LOPETS X 1KG 1006,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2708,PALITOS DE SALMÓN CON PIEL LOPETSX100G-2019,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2709,PALITOS DE SALMÓN CON PIEL LOPETSX1KG-2019,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2697,PALITOS DE SALMÓN LOPETSX100G-2003,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2698,PALITOS DE SALMÓN LOPETSX1KG-2003,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2710,PAPA DULCE PIEL DE PESCADO LOPETSX100G-3003,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2711,PAPA DULCE PIEL DE PESCADO LOPETSX1KG-3003,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2732,PESCADITOS SECOS PARA GATOS LOPETSX1KG-2007,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2731,PESCADITOS SECOS PARA GATOS LOPETSX100G-2007,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2826,PESCADITOS SECOS PARA GATOS LOPETS X 50G,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2876,PESCADITOS SECOS PARA PERROS LOPETS X 100G,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2877,PESCADITOS SECOS PARA PERROS LOPETS X 50G,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2728,POSTRE DE PATO LOPETSX100G-2075,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2729,POSTRE DE PATO LOPETSX1KG-2075,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2726,POSTRE DE POLLO CON PATO LOPETSX100G-2210,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2727,POSTRE DE POLLO CON PATO LOPETSX1KG-2210,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2704,"SALMÓN EN FORMA DE PEZ LOPETSX0,8KG-2008",LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2703,SALMÓN EN FORMA DE PEZ LOPETSX100G-2008,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2798,DENTAL FRESH BANANA MEDIUM X320G,DENTAL,SNACKS,LOGUS IMPORTACIONES,C4
2799,CHUNKY BITES APPLE CHICKEN 170G,CHUNKY,SNACKS,LOGUS IMPORTACIONES,C4
2800,FILL ME FREEZE ME STRAWBERRY BLUEBERRY 120G,FILL,SNACKS,LOGUS IMPORTACIONES,C4
2563,CREAMY SNACK GATOS ATÚN BONITO X 60 G (4X15G) LOPETS,LOPETS,HUMEDOS,LOGUS IMPORTACIONES,C4
2564,CREAMY SNACK GATOS KATSUOBUSHI Y ATÚN  X 60 G (4X15G) LOPETS,LOPETS,HUMEDOS,LOGUS IMPORTACIONES,C4
2565,CREAMY SNACK GATOS SALMÓN  X 60 G (4X15G) LOPETS,LOPETS,HUMEDOS,LOGUS IMPORTACIONES,C4
2566,CREAMY SNACK GATOS SEAFOOD X 60 G (4X15G) LOPETS,LOPETS,HUMEDOS,LOGUS IMPORTACIONES,C4
2567,CREAMY SNACK GATOS VERDEL X 60 G (4X15G) LOPETS,LOPETS,HUMEDOS,LOGUS IMPORTACIONES,C4
2810,CREAMY SNACK PERROS SALMON X 60 G (4X15)  LOPETS,LOPETS,HUMEDOS,LOGUS IMPORTACIONES,C4
2811,CREAMY SNACK PERROS ATUN 60 G (4 X15G) LOPETS,LOPETS,HUMEDOS,LOGUS IMPORTACIONES,C4
2812,CREAMY SNACK PERROS KATSUOBUSHI 60 G (4X15) LOPETS,LOPETS,HUMEDOS,LOGUS IMPORTACIONES,C4
2772,DR ZOO LICKS CON CORDERO X 60G,DR ZOO,HUMEDOS,LOGUS IMPORTACIONES,C4
2771,DR ZOO LICKS CON POLLO X 60G,DR ZOO,HUMEDOS,LOGUS IMPORTACIONES,C4
2770,DR ZOO LICKS CON SALMON X 60G,DR ZOO,HUMEDOS,LOGUS IMPORTACIONES,C4
2767,FARO PERRO ADULTO CARNE (22480) 280G,FARO,HUMEDOS,LOGUS IMPORTACIONES,C4
2766,FARO PERRO CACHORRO CARNE (22479) 280G,FARO,HUMEDOS,LOGUS IMPORTACIONES,C4
2768,FARO GATO ADULTO CARNE (22482) 280G,FARO,HUMEDOS,LOGUS IMPORTACIONES,C4
2769,FARO GATO ADULTO PESCADO (22481) 280G,FARO,HUMEDOS,LOGUS IMPORTACIONES,C4
2848,FARO POUCHE PERRO FILHOTE SABOR CARNE AO MOLHO X85g - 0560,FARO,HUMEDOS,LOGUS IMPORTACIONES,C4
2849,FARO POUCHE PERRO ADULTO SABOR CARNE AO MOLHO X85G - 0577,FARO,HUMEDOS,LOGUS IMPORTACIONES,C4
2850,FARO POUCHE PERRO ADULTO SABOR FRANGO AO MOLHO X85G - 0584,FARO,HUMEDOS,LOGUS IMPORTACIONES,C4
2851,FARO POUCHE PERRO ADULTO SABOR FÍGADO AO MOLHO X 85G - 0706,FARO,HUMEDOS,LOGUS IMPORTACIONES,C4
2852,FARO POUCHE PERRO ADULTO SABOR CORDEIRO AO MOLHO X85G - 0690,FARO,HUMEDOS,LOGUS IMPORTACIONES,C4
2853,FARO POUCHE GATO FILHOTE SABOR CARNE AO MOLHO X85G - 0591,FARO,HUMEDOS,LOGUS IMPORTACIONES,C4
2854,FARO POUCHE GATO ADULTO SABOR CARNE AO MOLHO X85G - 0607,FARO,HUMEDOS,LOGUS IMPORTACIONES,C4
2855,FARO POUCHE GATO ADULTO SABOR FRANGO AO MOLHO X85G - 0614,FARO,HUMEDOS,LOGUS IMPORTACIONES,C4
2856,FARO POUCHE GATO ADULTO SABOR FÍGADO AO MOLHO X85G - 0720,FARO,HUMEDOS,LOGUS IMPORTACIONES,C4
2857,FARO POUCHE GATO ADULTO SABOR PEIXE AO MOLHO X85G - 0621,FARO,HUMEDOS,LOGUS IMPORTACIONES,C4
2858,FARO POUCHE GATO ADULTO SABOR CORDEIRO AO MOLHO X85G - 0713,FARO,HUMEDOS,LOGUS IMPORTACIONES,C4
2815,SNACK CREMOSO OCAT POLLO Y SALMON X 60 G,SNACK,HUMEDOS,LOGUS IMPORTACIONES,C4
2816,SNACK CREMOSO OCAT POLLO Y ATUN X 60 G,SNACK,HUMEDOS,LOGUS IMPORTACIONES,C4
2817,SNACK CREMOSO OCAT POLLO  X 60 G,SNACK,HUMEDOS,LOGUS IMPORTACIONES,C4
2305,POUCHE MIKCAT ADULTO ATÚN X 85G,MIKCAT,HUMEDOS,LOGUS IMPORTACIONES,C4
2303,POUCHE MIKCAT ADULTO CARNE X 85G,MIKCAT,HUMEDOS,LOGUS IMPORTACIONES,C4
2307,POUCHE MIKCAT ADULTO CORDERO X 85G,MIKCAT,HUMEDOS,LOGUS IMPORTACIONES,C4
2304,POUCHE MIKCAT ADULTO SALMÓN X 85G,MIKCAT,HUMEDOS,LOGUS IMPORTACIONES,C4
2306,POUCHE MIKCAT CACHORRO CARNE X 85G,MIKCAT,HUMEDOS,LOGUS IMPORTACIONES,C4
2300,POUCHE MIKDOG ADULTO R. GRANDE CARNE X 100G,MIKCAT,HUMEDOS,LOGUS IMPORTACIONES,C4
2298,POUCHE MIKDOG ADULTO R. PEQUENA CARNEX100G,MIKCAT,HUMEDOS,LOGUS IMPORTACIONES,C4
2299,POUCHE MIKDOG ADULTO R. PEQUENA POLLOX100G,MIKCAT,HUMEDOS,LOGUS IMPORTACIONES,C4
2302,POUCHE MIKDOG ADULTO SABOR CORDEROX100G,MIKCAT,HUMEDOS,LOGUS IMPORTACIONES,C4
2301,POUCHE MIKDOG CACHORRO CARNEX100G,MIKCAT,HUMEDOS,LOGUS IMPORTACIONES,C4
2548,RECETA DE ATÚN CON PESCADO EN SALSA GATOSX 156 G,LOPETS,HUMEDOS,LOGUS IMPORTACIONES,C4
2549,RECETA DE ATÚN EN SALSA GATOS X 156 G,LOPETS,HUMEDOS,LOGUS IMPORTACIONES,C4
2776,YOWUP GATOS PREBIOTICS X 85 R,YOWUP,HUMEDOS,LOGUS IMPORTACIONES,C4
2797,YOWUP GATOS SKIN & HAIR X 85G,YOWUP,HUMEDOS,LOGUS IMPORTACIONES,C4
2775,YOWUP PERROS PREBIOTICS X 115GR,YOWUP,HUMEDOS,LOGUS IMPORTACIONES,C4
2796,YOWUP PERROS ARTICULAR 115G,YOWUP,HUMEDOS,LOGUS IMPORTACIONES,C4
2795,YOWUP PERROS SKIN & HAIR X 115G,YOWUP,HUMEDOS,LOGUS IMPORTACIONES,C4
2883,YOWUP GATOS LCASEI 85G,YOWUP,HUMEDOS,LOGUS IMPORTACIONES,C4
2882,YOWUP PERROS LCASEI 115G,YOWUP,HUMEDOS,LOGUS IMPORTACIONES,C4
2884,YOWUP PERROS/GATOS FROZEN BACON CAKE 110G,YOWUP,HUMEDOS,LOGUS IMPORTACIONES,C4
2885,YOWUP PERROS/GATOS FROZEN HOT DOG CHEESE 110G,YOWUP,HUMEDOS,LOGUS IMPORTACIONES,C4
2735,ARENA DE MAIZ PARA GATOS LOPETS X 4KG-LIMÓN,LOPETS,ARENAS,LOGUS IMPORTACIONES,C4
2740,ARENA DE MAIZ PARA GATOS LOPETS X 10KG-LIMÓN,LOPETS,ARENAS,LOGUS IMPORTACIONES,C4
2825,ARENA DE MAIZ PARA GATOS LOPETS X 20KG - LIMON,LOPETS,ARENAS,LOGUS IMPORTACIONES,C4
2489,ARENA PARA GATOS LOPETS X 4.5K- AROMA A CAFÉ,LOPETS,ARENAS,LOGUS IMPORTACIONES,C4
2478,ARENA PARA GATOS LOPETS  X 25 KG- AROMA A CAFÉ,LOPETS,ARENAS,LOGUS IMPORTACIONES,C4
1809,ARENA PARA GATOS LOPETS X 1K,LOPETS,ARENAS,LOGUS IMPORTACIONES,C4
1789,ARENA PARA GATOS LOPETS X 4.5K,LOPETS,ARENAS,LOGUS IMPORTACIONES,C4
2118,ARENA PARA GATOS LOPETS X 25 KG,LOPETS,ARENAS,LOGUS IMPORTACIONES,C4
2398,ARENA PROGATO CLASICAX10KG-0213,PROGATO,ARENAS,LOGUS IMPORTACIONES,C4
2360,ARENA PERFUMADA PROGATO GRANOS PEQ.X 4KG,PROGATO,ARENAS,LOGUS IMPORTACIONES,C4
1213,BOLSA BIODEGRADABLE ROLLO 20UNID,Accesorios,OTROS,LOGUS IMPORTACIONES,C4
1731,BOLSA BIODEGRADABLE X 12 ROLLOS X 20UND,Accesorios,OTROS,LOGUS IMPORTACIONES,C4
1059,BOLSA RECOG.X 3 ROLLOS X 20 UNID C/U,Accesorios,OTROS,LOGUS IMPORTACIONES,C4
2481,BOLSA X 4 ROLLOS X 15 UNIDS,Accesorios,OTROS,LOGUS IMPORTACIONES,C4
1262,KIT BOLSAS BIODEG.DISP+2 ROLLOS X 20 BOL,Accesorios,OTROS,LOGUS IMPORTACIONES,C4
2297,PAÑITOS HUMEDOS LOPETS X 10 UND,LOPETS,ASEO,LOGUS IMPORTACIONES,C4
1562,PAÑITOS HUMEDOS LOPETS X 100 UNID,LOPETS,ASEO,LOGUS IMPORTACIONES,C4
1561,PAÑITOS HUMEDOS LOPETS X 50 UNID,LOPETS,ASEO,LOGUS IMPORTACIONES,C4
2190,PAÑITOS MADELOS WIPES X 30,Accesorios,ASEO,LOGUS IMPORTACIONES,C4
1732,TAPETE ABSORB. LOPETS  ATRACT X 12 UNID.,LOPETS,TAPETES ENTRENAMIENTO,LOGUS IMPORTACIONES,C4
1765,TOALLA PVA CLEAN CHAM,Accesorios,TAPETES ENTRENAMIENTO,LOGUS IMPORTACIONES,C4
2198,"CEPILLO DENTAL DOBLE 22X1,8 LYH245",Accesorios,OTROS ACCESORIOS,LOGUS IMPORTACIONES,C4
1550,CEPILLO DOBLE FAZ T.L-LYH9001,Accesorios,OTROS ACCESORIOS,LOGUS IMPORTACIONES,C4
1551,CORTA UÑAS LYH-H121,Accesorios,OTROS ACCESORIOS,LOGUS IMPORTACIONES,C4
2194,"CORTAUÑAS LYH7 12,5X4,5 CM",Accesorios,OTROS ACCESORIOS,LOGUS IMPORTACIONES,C4
2195,CORTAUÑAS TIJERA LYH19 - 14X7CM,Accesorios,OTROS ACCESORIOS,LOGUS IMPORTACIONES,C4
2284,GUANTE REMOVEDOR PELO ECONO LYH211-2,Accesorios,RASCADORES Y GIMNASIOS,LOGUS IMPORTACIONES,C4
2283,GUANTE REMOVEDOR PELO LYH211,Accesorios,RASCADORES Y GIMNASIOS,LOGUS IMPORTACIONES,C4
2286,GUANTE REMOVEDOR PELO PROFESIONAL LYH220,Accesorios,RASCADORES Y GIMNASIOS,LOGUS IMPORTACIONES,C4
2197,"LAVADOR DE PATAS 11X9,5 LYH208",Accesorios,OTROS ACCESORIOS,LOGUS IMPORTACIONES,C4
2199,"PEINE QUITA PULGAS 14,5X3X5CM LYH9409",Accesorios,OTROS ACCESORIOS,LOGUS IMPORTACIONES,C4
1548,RASQUETA T.L- LYHJ9501,Accesorios,RASCADORES Y GIMNASIOS,LOGUS IMPORTACIONES,C4
1549,RASQUETA T.M-LYHJ9502,Accesorios,RASCADORES Y GIMNASIOS,LOGUS IMPORTACIONES,C4
1547,RASQUETA T.XL- LYHJ9500,Accesorios,RASCADORES Y GIMNASIOS,LOGUS IMPORTACIONES,C4
2200,"RASTRILLO QUITANUDOS 15,5X11 LYH9720",Accesorios,RASCADORES Y GIMNASIOS,LOGUS IMPORTACIONES,C4
2285,REMOVEDOR DE PELO PEQUEÑO LYH 205,Accesorios,RASCADORES Y GIMNASIOS,LOGUS IMPORTACIONES,C4
YL019,REPUESTO RODILLO QUITAPELUSA  X 60 HOJAS,Accesorios,RASCADORES Y GIMNASIOS,LOGUS IMPORTACIONES,C4
YL018,RODILLO QUITAPELUSAS X 60 HOJAS,Accesorios,RASCADORES Y GIMNASIOS,LOGUS IMPORTACIONES,C4
YL106,BEBEDERO PORTATIL 250ML,Accesorios,FUENTES DE AGUA,LOGUS IMPORTACIONES,C4
YL107,BEBEDERO PORTATIL 500ML,Accesorios,FUENTES DE AGUA,LOGUS IMPORTACIONES,C4
1313,COMEDERO + BEBEDERO NEW PRACTIC GIGANTE,Accesorios,COMEDEROS,LOGUS IMPORTACIONES,C4
1356,COMEDERO + BEBEDERO NEW PRACTIC PEQUEÑO,Accesorios,COMEDEROS,LOGUS IMPORTACIONES,C4
1330,COMEDERO + BEBEDERO ZOOPLAST  PEQUEÑO,Accesorios,COMEDEROS,LOGUS IMPORTACIONES,C4
1332,COMEDERO + BEBEDERO ZOOPLAST GRANDE PURP,Accesorios,COMEDEROS,LOGUS IMPORTACIONES,C4
1331,COMEDERO + BEBEDERO ZOOPLAST MEDIANO 635,Accesorios,COMEDEROS,LOGUS IMPORTACIONES,C4
2257,COMEDERO ANTI HORMIGA DURAPETS 1000 ML AZUL,DURAPETS,COMEDEROS,LOGUS IMPORTACIONES,C4
2258,COMEDERO ANTI HORMIGA DURAPETS 1000 ML BEIGE,DURAPETS,COMEDEROS,LOGUS IMPORTACIONES,C4
2256,COMEDERO ANTI HORMIGA DURAPETS 1000 ML ROSA,DURAPETS,COMEDEROS,LOGUS IMPORTACIONES,C4
2248,COMEDERO ANTI HORMIGA DURAPETS 200 ML AZUL,DURAPETS,COMEDEROS,LOGUS IMPORTACIONES,C4
2249,COMEDERO ANTI HORMIGA DURAPETS 200 ML BEIGE,DURAPETS,COMEDEROS,LOGUS IMPORTACIONES,C4
2251,COMEDERO ANTI HORMIGA DURAPETS 300 ML AZUL,DURAPETS,COMEDEROS,LOGUS IMPORTACIONES,C4
2252,COMEDERO ANTI HORMIGA DURAPETS 300 ML BEIGE,DURAPETS,COMEDEROS,LOGUS IMPORTACIONES,C4
2250,COMEDERO ANTI HORMIGA DURAPETS 300 ML ROSA,DURAPETS,COMEDEROS,LOGUS IMPORTACIONES,C4
2254,COMEDERO ANTI HORMIGA DURAPETS 700 ML AZUL,DURAPETS,COMEDEROS,LOGUS IMPORTACIONES,C4
2255,COMEDERO ANTI HORMIGA DURAPETS 700 ML BEIGE,DURAPETS,COMEDEROS,LOGUS IMPORTACIONES,C4
